Australian_City,International_City,Port_Country,Year
Perth,Bangkok,Thailand,2016
Perth,Bangkok,Thailand,2017
Perth,Bangkok,Thailand,2018
Perth,Bangkok,Thailand,2019
Perth,Bangkok,Thailand,2020
Perth,Bangkok,Thailand,2022
Perth,Batam,Indonesia,2021
Perth,Beijing,China,2011
Perth,Beijing,China,2012
Perth,Beijing,China,2013
Perth,Bombay,India,2006
Perth,Bombay,India,2007
Perth,Christchurch,New Zealand,2013
Perth,Christchurch,New Zealand,2014
Perth,Christchurch,New Zealand,2015
Perth,Christchurch,New Zealand,2016
Perth,Christchurch,New Zealand,2017
Perth,Christchurch,New Zealand,2018
Perth,Christchurch,New Zealand,2019
Perth,Denpasar,Indonesia,2003
Perth,Denpasar,Indonesia,2004
Perth,Denpasar,Indonesia,2005
Perth,Denpasar,Indonesia,2006
Perth,Denpasar,Indonesia,2007
Perth,Denpasar,Indonesia,2008
Perth,Denpasar,Indonesia,2009
Perth,Denpasar,Indonesia,2010
Perth,Denpasar,Indonesia,2011
Perth,Denpasar,Indonesia,2012
Perth,Denpasar,Indonesia,2013
Perth,Denpasar,Indonesia,2014
Perth,Denpasar,Indonesia,2015
Perth,Denpasar,Indonesia,2016
Perth,Denpasar,Indonesia,2017
Perth,Denpasar,Indonesia,2018
Perth,Denpasar,Indonesia,2019
Perth,Denpasar,Indonesia,2020
Perth,Denpasar,Indonesia,2022
Perth,Doha,Qatar,2012
Perth,Doha,Qatar,2013
Perth,Doha,Qatar,2014
Perth,Doha,Qatar,2015
Perth,Doha,Qatar,2016
Perth,Doha,Qatar,2017
Perth,Doha,Qatar,2018
Perth,Doha,Qatar,2019
Perth,Doha,Qatar,2020
Perth,Doha,Qatar,2021
Perth,Doha,Qatar,2022
Perth,Dubai,United Arab Emirates,2003
Perth,Dubai,United Arab Emirates,2004
Perth,Dubai,United Arab Emirates,2005
Perth,Dubai,United Arab Emirates,2006
Perth,Dubai,United Arab Emirates,2007
Perth,Dubai,United Arab Emirates,2008
Perth,Dubai,United Arab Emirates,2009
Perth,Dubai,United Arab Emirates,2010
Perth,Dubai,United Arab Emirates,2011
Perth,Dubai,United Arab Emirates,2012
Perth,Dubai,United Arab Emirates,2013
Perth,Dubai,United Arab Emirates,2014
Perth,Dubai,United Arab Emirates,2015
Perth,Dubai,United Arab Emirates,2016
Perth,Dubai,United Arab Emirates,2017
Perth,Dubai,United Arab Emirates,2018
Perth,Dubai,United Arab Emirates,2019
Perth,Dubai,United Arab Emirates,2020
Perth,Dubai,United Arab Emirates,2021
Perth,Dubai,United Arab Emirates,2022
Perth,Frankfurt,Germany,2003
Perth,Guangzhou,China,2011
Perth,Guangzhou,China,2012
Perth,Guangzhou,China,2013
Perth,Guangzhou,China,2014
Perth,Guangzhou,China,2015
Perth,Guangzhou,China,2016
Perth,Guangzhou,China,2017
Perth,Guangzhou,China,2018
Perth,Guangzhou,China,2019
Perth,Guangzhou,China,2020
Perth,Hong Kong,Hong Kong (SAR),2003
Perth,Hong Kong,Hong Kong (SAR),2004
Perth,Hong Kong,Hong Kong (SAR),2005
Perth,Hong Kong,Hong Kong (SAR),2006
Perth,Hong Kong,Hong Kong (SAR),2007
Perth,Hong Kong,Hong Kong (SAR),2008
Perth,Hong Kong,Hong Kong (SAR),2009
Perth,Hong Kong,Hong Kong (SAR),2010
Perth,Hong Kong,Hong Kong (SAR),2011
Perth,Hong Kong,Hong Kong (SAR),2012
Perth,Hong Kong,Hong Kong (SAR),2013
Perth,Hong Kong,Hong Kong (SAR),2014
Perth,Hong Kong,Hong Kong (SAR),2015
Perth,Hong Kong,Hong Kong (SAR),2016
Perth,Hong Kong,Hong Kong (SAR),2017
Perth,Hong Kong,Hong Kong (SAR),2018
Perth,Hong Kong,Hong Kong (SAR),2019
Perth,Hong Kong,Hong Kong (SAR),2020
Perth,Hong Kong,Hong Kong (SAR),2021
Perth,Hong Kong,Hong Kong (SAR),2022
Perth,Istanbul,Turkey,2015
Perth,Jakarta,Indonesia,2003
Perth,Jakarta,Indonesia,2004
Perth,Jakarta,Indonesia,2005
Perth,Jakarta,Indonesia,2006
Perth,Jakarta,Indonesia,2007
Perth,Jakarta,Indonesia,2008
Perth,Jakarta,Indonesia,2009
Perth,Jakarta,Indonesia,2010
Perth,Jakarta,Indonesia,2011
Perth,Jakarta,Indonesia,2012
Perth,Jakarta,Indonesia,2013
Perth,Jakarta,Indonesia,2014
Perth,Jakarta,Indonesia,2015
Perth,Jakarta,Indonesia,2016
Perth,Jakarta,Indonesia,2017
Perth,Jakarta,Indonesia,2018
Perth,Jakarta,Indonesia,2019
Perth,Jakarta,Indonesia,2020
Perth,Jakarta,Indonesia,2021
Perth,Johannesburg,South Africa,2003
Perth,Johannesburg,South Africa,2004
Perth,Johannesburg,South Africa,2005
Perth,Johannesburg,South Africa,2006
Perth,Johannesburg,South Africa,2007
Perth,Johannesburg,South Africa,2008
Perth,Johannesburg,South Africa,2009
Perth,Johannesburg,South Africa,2010
Perth,Johannesburg,South Africa,2011
Perth,Johannesburg,South Africa,2012
Perth,Johannesburg,South Africa,2013
Perth,Johannesburg,South Africa,2014
Perth,Johannesburg,South Africa,2015
Perth,Johannesburg,South Africa,2016
Perth,Johannesburg,South Africa,2017
Perth,Johannesburg,South Africa,2018
Perth,Johannesburg,South Africa,2019
Perth,Johannesburg,South Africa,2020
Perth,Kota Kinabalu,Malaysia,2011
Perth,Kota Kinabalu,Malaysia,2012
Perth,Kota Kinabalu,Malaysia,2013
Perth,Kota Kinabalu,Malaysia,2014
Perth,Kota Kinabalu,Malaysia,2015
Perth,Kota Kinabalu,Malaysia,2016
Perth,Kota Kinabalu,Malaysia,2017
Perth,Kota Kinabalu,Malaysia,2018
Perth,Kota Kinabalu,Malaysia,2019
Perth,Kota Kinabalu,Malaysia,2020
Perth,Kuala Lumpur,Malaysia,2003
Perth,Kuala Lumpur,Malaysia,2004
Perth,Kuala Lumpur,Malaysia,2005
Perth,Kuala Lumpur,Malaysia,2006
Perth,Kuala Lumpur,Malaysia,2007
Perth,Kuala Lumpur,Malaysia,2008
Perth,Kuala Lumpur,Malaysia,2009
Perth,Kuala Lumpur,Malaysia,2010
Perth,Kuala Lumpur,Malaysia,2011
Perth,Kuala Lumpur,Malaysia,2012
Perth,Kuala Lumpur,Malaysia,2013
Perth,Kuala Lumpur,Malaysia,2014
Perth,Kuala Lumpur,Malaysia,2015
Perth,Kuala Lumpur,Malaysia,2016
Perth,Kuala Lumpur,Malaysia,2017
Perth,Kuala Lumpur,Malaysia,2018
Perth,Kuala Lumpur,Malaysia,2019
Perth,Kuala Lumpur,Malaysia,2020
Perth,Kuala Lumpur,Malaysia,2021
Perth,Kuala Lumpur,Malaysia,2022
Perth,Kuching,Malaysia,2003
Perth,Kuching,Malaysia,2004
Perth,Kuching,Malaysia,2005
Perth,Kuching,Malaysia,2006
Perth,Lombok,Indonesia,2013
Perth,Lombok,Indonesia,2014
Perth,London,United Kingdom,2004
Perth,London,United Kingdom,2005
Perth,London,United Kingdom,2006
Perth,London,United Kingdom,2009
Perth,London,United Kingdom,2018
Perth,London,United Kingdom,2019
Perth,London,United Kingdom,2020
Perth,London,United Kingdom,2022
Perth,Manila,Philippines,2009
Perth,Manila,Philippines,2013
Perth,Mauritius,Mauritius,2003
Perth,Mauritius,Mauritius,2004
Perth,Mauritius,Mauritius,2005
Perth,Mauritius,Mauritius,2006
Perth,Mauritius,Mauritius,2007
Perth,Mauritius,Mauritius,2008
Perth,Mauritius,Mauritius,2009
Perth,Mauritius,Mauritius,2010
Perth,Mauritius,Mauritius,2011
Perth,Mauritius,Mauritius,2012
Perth,Mauritius,Mauritius,2013
Perth,Mauritius,Mauritius,2014
Perth,Mauritius,Mauritius,2015
Perth,Mauritius,Mauritius,2016
Perth,Mauritius,Mauritius,2017
Perth,Mauritius,Mauritius,2018
Perth,Mauritius,Mauritius,2019
Perth,Mauritius,Mauritius,2020
Perth,Medan,Indonesia,2021
Perth,Paris,France,2003
Perth,Paris,France,2004
Perth,PhUnited Kingdomet,Thailand,2003
Perth,PhUnited Kingdomet,Thailand,2004
Perth,PhUnited Kingdomet,Thailand,2005
Perth,PhUnited Kingdomet,Thailand,2006
Perth,PhUnited Kingdomet,Thailand,2007
Perth,PhUnited Kingdomet,Thailand,2008
Perth,PhUnited Kingdomet,Thailand,2009
Perth,PhUnited Kingdomet,Thailand,2010
Perth,PhUnited Kingdomet,Thailand,2011
Perth,PhUnited Kingdomet,Thailand,2012
Perth,PhUnited Kingdomet,Thailand,2013
Perth,PhUnited Kingdomet,Thailand,2014
Perth,PhUnited Kingdomet,Thailand,2015
Perth,PhUnited Kingdomet,Thailand,2016
Perth,Rome,Italy,2003
Perth,Rome,Italy,2022
Perth,Singapore,Singapore,2003
Perth,Singapore,Singapore,2004
Perth,Singapore,Singapore,2005
Perth,Singapore,Singapore,2006
Perth,Singapore,Singapore,2007
Perth,Singapore,Singapore,2008
Perth,Singapore,Singapore,2009
Perth,Singapore,Singapore,2010
Perth,Singapore,Singapore,2011
Perth,Singapore,Singapore,2012
Perth,Singapore,Singapore,2013
Perth,Singapore,Singapore,2014
Perth,Singapore,Singapore,2015
Perth,Singapore,Singapore,2016
Perth,Singapore,Singapore,2017
Perth,Singapore,Singapore,2018
Perth,Singapore,Singapore,2019
Perth,Singapore,Singapore,2020
Perth,Singapore,Singapore,2021
Perth,Singapore,Singapore,2022
Perth,Tokyo,Japan,2003
Perth,Tokyo,Japan,2004
Perth,Tokyo,Japan,2005
Perth,Tokyo,Japan,2006
Perth,Tokyo,Japan,2007
Perth,Tokyo,Japan,2008
Perth,Tokyo,Japan,2009
Perth,Tokyo,Japan,2010
Perth,Tokyo,Japan,2011
Perth,Tokyo,Japan,2018
Perth,Tokyo,Japan,2019
Perth,Tokyo,Japan,2020
Port Hedland,Denpasar,Indonesia,2010
Port Hedland,Denpasar,Indonesia,2011
Port Hedland,Denpasar,Indonesia,2015
Port Hedland,Denpasar,Indonesia,2016
Port Hedland,Denpasar,Indonesia,2017
Port Hedland,Denpasar,Indonesia,2018
Port Hedland,Denpasar,Indonesia,2019
Port Hedland,Denpasar,Indonesia,2020
Sunshine Coast,Auckland,New Zealand,2012
Sunshine Coast,Auckland,New Zealand,2013
Sunshine Coast,Auckland,New Zealand,2014
Sunshine Coast,Auckland,New Zealand,2015
Sunshine Coast,Auckland,New Zealand,2016
Sunshine Coast,Auckland,New Zealand,2017
Sunshine Coast,Auckland,New Zealand,2018
Sunshine Coast,Auckland,New Zealand,2019
Sunshine Coast,Auckland,New Zealand,2021
Sunshine Coast,Auckland,New Zealand,2022
Sydney,Abu Dhabi,United Arab Emirates,2007
Sydney,Abu Dhabi,United Arab Emirates,2008
Sydney,Abu Dhabi,United Arab Emirates,2009
Sydney,Abu Dhabi,United Arab Emirates,2010
Sydney,Abu Dhabi,United Arab Emirates,2011
Sydney,Abu Dhabi,United Arab Emirates,2012
Sydney,Abu Dhabi,United Arab Emirates,2013
Sydney,Abu Dhabi,United Arab Emirates,2014
Sydney,Abu Dhabi,United Arab Emirates,2015
Sydney,Abu Dhabi,United Arab Emirates,2016
Sydney,Abu Dhabi,United Arab Emirates,2017
Sydney,Abu Dhabi,United Arab Emirates,2018
Sydney,Abu Dhabi,United Arab Emirates,2019
Sydney,Abu Dhabi,United Arab Emirates,2020
Sydney,Abu Dhabi,United Arab Emirates,2021
Sydney,Abu Dhabi,United Arab Emirates,2022
Sydney,Apia,Western Samoa,2003
Sydney,Apia,Western Samoa,2004
Sydney,Apia,Western Samoa,2005
Sydney,Apia,Western Samoa,2006
Sydney,Apia,Western Samoa,2007
Sydney,Apia,Western Samoa,2008
Sydney,Apia,Western Samoa,2009
Sydney,Apia,Western Samoa,2010
Sydney,Apia,Western Samoa,2011
Sydney,Apia,Western Samoa,2012
Sydney,Apia,Western Samoa,2013
Sydney,Apia,Western Samoa,2014
Sydney,Apia,Western Samoa,2015
Sydney,Apia,Western Samoa,2016
Sydney,Apia,Western Samoa,2017
Sydney,Apia,Western Samoa,2018
Sydney,Apia,Western Samoa,2019
Sydney,Apia,Western Samoa,2020
Sydney,Apia,Western Samoa,2021
Sydney,Auckland,New Zealand,2003
Sydney,Auckland,New Zealand,2004
Sydney,Auckland,New Zealand,2005
Sydney,Auckland,New Zealand,2006
Sydney,Auckland,New Zealand,2007
Sydney,Auckland,New Zealand,2008
Sydney,Auckland,New Zealand,2009
Sydney,Auckland,New Zealand,2010
Sydney,Auckland,New Zealand,2011
Sydney,Auckland,New Zealand,2012
Sydney,Auckland,New Zealand,2013
Sydney,Auckland,New Zealand,2014
Sydney,Auckland,New Zealand,2015
Sydney,Auckland,New Zealand,2016
Sydney,Auckland,New Zealand,2017
Sydney,Auckland,New Zealand,2018
Sydney,Auckland,New Zealand,2019
Sydney,Auckland,New Zealand,2020
Sydney,Auckland,New Zealand,2021
Sydney,Auckland,New Zealand,2022
Sydney,Bahrain,Bahrain,2003
Sydney,Bahrain,Bahrain,2004
Sydney,Bahrain,Bahrain,2005
Sydney,Bahrain,Bahrain,2006
Sydney,Bahrain,Bahrain,2007
Sydney,Bandar Seri Begawan,Brunei,2004
Sydney,Bandar Seri Begawan,Brunei,2005
Sydney,Bandar Seri Begawan,Brunei,2006
Sydney,Bandar Seri Begawan,Brunei,2007
Sydney,Bandar Seri Begawan,Brunei,2008
Sydney,Bangalore,India,2022
Sydney,Bangkok,Thailand,2003
Sydney,Bangkok,Thailand,2004
Sydney,Bangkok,Thailand,2005
Sydney,Bangkok,Thailand,2006
Sydney,Bangkok,Thailand,2007
Sydney,Bangkok,Thailand,2008
Sydney,Bangkok,Thailand,2009
Sydney,Bangkok,Thailand,2010
Sydney,Bangkok,Thailand,2011
Sydney,Bangkok,Thailand,2012
Sydney,Bangkok,Thailand,2013
Sydney,Bangkok,Thailand,2014
Sydney,Bangkok,Thailand,2015
Sydney,Bangkok,Thailand,2016
Sydney,Bangkok,Thailand,2017
Sydney,Bangkok,Thailand,2018
Sydney,Bangkok,Thailand,2019
Sydney,Bangkok,Thailand,2020
Sydney,Bangkok,Thailand,2021
Sydney,Bangkok,Thailand,2022
Sydney,Batam,Indonesia,2021
Sydney,Beijing,China,2003
Sydney,Beijing,China,2004
Sydney,Beijing,China,2005
Sydney,Beijing,China,2006
Sydney,Beijing,China,2007
Sydney,Beijing,China,2008
Sydney,Beijing,China,2009
Sydney,Beijing,China,2010
Sydney,Beijing,China,2011
Sydney,Beijing,China,2012
Sydney,Beijing,China,2013
Sydney,Beijing,China,2014
Sydney,Beijing,China,2015
Sydney,Beijing,China,2016
Sydney,Beijing,China,2017
Sydney,Beijing,China,2018
Sydney,Beijing,China,2019
Sydney,Beijing,China,2020
Sydney,Bombay,India,2004
Sydney,Bombay,India,2005
Sydney,Bombay,India,2006
Sydney,Bombay,India,2007
Sydney,Bombay,India,2008
Sydney,Bombay,India,2009
Sydney,Buenos Aires,Argentina,2003
Sydney,Buenos Aires,Argentina,2004
Sydney,Buenos Aires,Argentina,2005
Sydney,Buenos Aires,Argentina,2006
Sydney,Buenos Aires,Argentina,2007
Sydney,Buenos Aires,Argentina,2008
Sydney,Buenos Aires,Argentina,2009
Sydney,Buenos Aires,Argentina,2010
Sydney,Buenos Aires,Argentina,2011
Sydney,Buenos Aires,Argentina,2012
Sydney,Buenos Aires,Argentina,2013
Sydney,Buenos Aires,Argentina,2014
Sydney,Buenos Aires,Argentina,2020
Sydney,Can Tho,Vietnam,2021
Sydney,Changsha,China,2016
Sydney,Changsha,China,2017
Sydney,Changsha,China,2018
Sydney,Changsha,China,2019
Sydney,Changsha,China,2020
Sydney,Chengdu,China,2016
Sydney,Chengdu,China,2017
Sydney,Chengdu,China,2018
Sydney,Chengdu,China,2019
Sydney,Chengdu,China,2020
Sydney,Chicago,United States of America,2003
Sydney,Chicago,United States of America,2004
Sydney,Chicago,United States of America,2005
Sydney,Chicago,United States of America,2006
Sydney,Chicago,United States of America,2007
Sydney,Chicago,United States of America,2008
Sydney,Chicago,United States of America,2009
Sydney,Chicago,United States of America,2010
Sydney,Chicago,United States of America,2011
Sydney,Chicago,United States of America,2012
Sydney,Chongqing,China,2013
Sydney,Chongqing,China,2014
Sydney,Chongqing,China,2015
Sydney,Chongqing,China,2016
Sydney,Chongqing,China,2017
Sydney,Chongqing,China,2018
Sydney,Chongqing,China,2019
Sydney,Chongqing,China,2020
Sydney,Christchurch,New Zealand,2003
Sydney,Christchurch,New Zealand,2004
Sydney,Christchurch,New Zealand,2005
Sydney,Christchurch,New Zealand,2006
Sydney,Christchurch,New Zealand,2007
Sydney,Christchurch,New Zealand,2008
Sydney,Christchurch,New Zealand,2009
Sydney,Christchurch,New Zealand,2010
Sydney,Christchurch,New Zealand,2011
Sydney,Christchurch,New Zealand,2012
Sydney,Christchurch,New Zealand,2013
Sydney,Christchurch,New Zealand,2014
Sydney,Christchurch,New Zealand,2015
Sydney,Christchurch,New Zealand,2016
Sydney,Christchurch,New Zealand,2017
Sydney,Christchurch,New Zealand,2018
Sydney,Christchurch,New Zealand,2019
Sydney,Christchurch,New Zealand,2020
Sydney,Christchurch,New Zealand,2021
Sydney,Christchurch,New Zealand,2022
Sydney,Colombo,Sri Lanka,2020
Sydney,Colombo,Sri Lanka,2021
Sydney,Colombo,Sri Lanka,2022
Sydney,Dallas,United States of America,2011
Sydney,Dallas,United States of America,2012
Sydney,Dallas,United States of America,2013
Sydney,Dallas,United States of America,2014
Sydney,Dallas,United States of America,2015
Sydney,Dallas,United States of America,2016
Sydney,Dallas,United States of America,2017
Sydney,Dallas,United States of America,2018
Sydney,Dallas,United States of America,2019
Sydney,Dallas,United States of America,2020
Sydney,Dallas,United States of America,2022
Sydney,Denpasar,Indonesia,2003
Sydney,Denpasar,Indonesia,2004
Sydney,Denpasar,Indonesia,2005
Sydney,Denpasar,Indonesia,2006
Sydney,Denpasar,Indonesia,2007
Sydney,Denpasar,Indonesia,2008
Sydney,Denpasar,Indonesia,2009
Sydney,Denpasar,Indonesia,2010
Sydney,Denpasar,Indonesia,2011
Sydney,Denpasar,Indonesia,2012
Sydney,Denpasar,Indonesia,2013
Sydney,Denpasar,Indonesia,2014
Sydney,Denpasar,Indonesia,2015
Sydney,Denpasar,Indonesia,2016
Sydney,Denpasar,Indonesia,2017
Sydney,Denpasar,Indonesia,2018
Sydney,Denpasar,Indonesia,2019
Sydney,Denpasar,Indonesia,2020
Sydney,Denpasar,Indonesia,2022
Sydney,Doha,Qatar,2016
Sydney,Doha,Qatar,2017
Sydney,Doha,Qatar,2018
Sydney,Doha,Qatar,2019
Sydney,Doha,Qatar,2020
Sydney,Doha,Qatar,2021
Sydney,Doha,Qatar,2022
Sydney,Dubai,United Arab Emirates,2003
Sydney,Dubai,United Arab Emirates,2004
Sydney,Dubai,United Arab Emirates,2005
Sydney,Dubai,United Arab Emirates,2006
Sydney,Dubai,United Arab Emirates,2007
Sydney,Dubai,United Arab Emirates,2008
Sydney,Dubai,United Arab Emirates,2009
Sydney,Dubai,United Arab Emirates,2010
Sydney,Dubai,United Arab Emirates,2011
Sydney,Dubai,United Arab Emirates,2012
Sydney,Dubai,United Arab Emirates,2013
Sydney,Dubai,United Arab Emirates,2014
Sydney,Dubai,United Arab Emirates,2015
Sydney,Dubai,United Arab Emirates,2016
Sydney,Dubai,United Arab Emirates,2017
Sydney,Dubai,United Arab Emirates,2018
Sydney,Dubai,United Arab Emirates,2019
Sydney,Dubai,United Arab Emirates,2020
Sydney,Dubai,United Arab Emirates,2021
Sydney,Dubai,United Arab Emirates,2022
Sydney,Dunedin,New Zealand,2003
Sydney,Dunedin,New Zealand,2004
Sydney,Dunedin,New Zealand,2005
Sydney,Dunedin,New Zealand,2006
Sydney,Dunedin,New Zealand,2007
Sydney,Dunedin,New Zealand,2008
Sydney,Dunedin,New Zealand,2009
Sydney,Dunedin,New Zealand,2010
Sydney,Dunedin,New Zealand,2011
Sydney,Dunedin,New Zealand,2012
Sydney,Dunedin,New Zealand,2013
Sydney,Dunedin,New Zealand,2014
Sydney,Espiritu Santo,Vanuatu,2009
Sydney,Espiritu Santo,Vanuatu,2010
Sydney,Frankfurt,Germany,2003
Sydney,Frankfurt,Germany,2004
Sydney,Frankfurt,Germany,2005
Sydney,Frankfurt,Germany,2006
Sydney,Frankfurt,Germany,2007
Sydney,Frankfurt,Germany,2008
Sydney,Frankfurt,Germany,2009
Sydney,Frankfurt,Germany,2010
Sydney,Frankfurt,Germany,2011
Sydney,Frankfurt,Germany,2012
Sydney,Frankfurt,Germany,2013
Sydney,Fuzhou,China,2015
Sydney,Fuzhou,China,2016
Sydney,Fuzhou,China,2017
Sydney,Fuzhou,China,2018
Sydney,Fuzhou,China,2019
Sydney,Fuzhou,China,2020
Sydney,Fuzhou,China,2022
Sydney,Guam,Guam,2003
Sydney,Guangzhou,China,2003
Sydney,Guangzhou,China,2004
Sydney,Guangzhou,China,2005
Sydney,Guangzhou,China,2006
Sydney,Guangzhou,China,2007
Sydney,Guangzhou,China,2008
Sydney,Guangzhou,China,2009
Sydney,Guangzhou,China,2010
Sydney,Guangzhou,China,2011
Sydney,Guangzhou,China,2012
Sydney,Guangzhou,China,2013
Sydney,Guangzhou,China,2014
Sydney,Guangzhou,China,2015
Sydney,Guangzhou,China,2016
Sydney,Guangzhou,China,2017
Sydney,Guangzhou,China,2018
Sydney,Guangzhou,China,2019
Sydney,Guangzhou,China,2020
Sydney,Guangzhou,China,2021
Sydney,Guangzhou,China,2022
Sydney,Haikou,China,2018
Sydney,Haikou,China,2019
Sydney,Haikou,China,2020
Sydney,Hamilton,New Zealand,2003
Sydney,Hamilton,New Zealand,2004
Sydney,Hamilton,New Zealand,2005
Sydney,Hamilton,New Zealand,2006
Sydney,Hamilton,New Zealand,2007
Sydney,Hamilton,New Zealand,2008
Sydney,Hamilton,New Zealand,2009
Sydney,Hamilton,New Zealand,2010
Sydney,Hangzhou,China,2011
Sydney,Hangzhou,China,2012
Sydney,Hangzhou,China,2016
Sydney,Hangzhou,China,2017
Sydney,Hangzhou,China,2018
Sydney,Hangzhou,China,2019
Sydney,Hangzhou,China,2020
Sydney,Hangzhou,China,2021
Sydney,Hangzhou,China,2022
Sydney,Hanoi,Vietnam,2003
Sydney,Hanoi,Vietnam,2004
Sydney,Hanoi,Vietnam,2005
Sydney,Hanoi,Vietnam,2006
Sydney,Hanoi,Vietnam,2007
Sydney,Hanoi,Vietnam,2008
Sydney,Hanoi,Vietnam,2009
Sydney,Hanoi,Vietnam,2010
Sydney,Hanoi,Vietnam,2011
Sydney,Hanoi,Vietnam,2012
Sydney,Hanoi,Vietnam,2013
Sydney,Hanoi,Vietnam,2014
Sydney,Hanoi,Vietnam,2017
Sydney,Hanoi,Vietnam,2018
Sydney,Hanoi,Vietnam,2019
Sydney,Hanoi,Vietnam,2020
Sydney,Hanoi,Vietnam,2021
Sydney,Hanoi,Vietnam,2022
Sydney,Ho Chi Minh City,Vietnam,2003
Sydney,Ho Chi Minh City,Vietnam,2004
Sydney,Ho Chi Minh City,Vietnam,2005
Sydney,Ho Chi Minh City,Vietnam,2006
Sydney,Ho Chi Minh City,Vietnam,2007
Sydney,Ho Chi Minh City,Vietnam,2008
Sydney,Ho Chi Minh City,Vietnam,2009
Sydney,Ho Chi Minh City,Vietnam,2010
Sydney,Ho Chi Minh City,Vietnam,2011
Sydney,Ho Chi Minh City,Vietnam,2012
Sydney,Ho Chi Minh City,Vietnam,2013
Sydney,Ho Chi Minh City,Vietnam,2014
Sydney,Ho Chi Minh City,Vietnam,2015
Sydney,Ho Chi Minh City,Vietnam,2016
Sydney,Ho Chi Minh City,Vietnam,2017
Sydney,Ho Chi Minh City,Vietnam,2018
Sydney,Ho Chi Minh City,Vietnam,2019
Sydney,Ho Chi Minh City,Vietnam,2020
Sydney,Ho Chi Minh City,Vietnam,2021
Sydney,Ho Chi Minh City,Vietnam,2022
Sydney,Hong Kong,Hong Kong (SAR),2003
Sydney,Hong Kong,Hong Kong (SAR),2004
Sydney,Hong Kong,Hong Kong (SAR),2005
Sydney,Hong Kong,Hong Kong (SAR),2006
Sydney,Hong Kong,Hong Kong (SAR),2007
Sydney,Hong Kong,Hong Kong (SAR),2008
Sydney,Hong Kong,Hong Kong (SAR),2009
Sydney,Hong Kong,Hong Kong (SAR),2010
Sydney,Hong Kong,Hong Kong (SAR),2011
Sydney,Hong Kong,Hong Kong (SAR),2012
Sydney,Hong Kong,Hong Kong (SAR),2013
Sydney,Hong Kong,Hong Kong (SAR),2014
Sydney,Hong Kong,Hong Kong (SAR),2015
Sydney,Hong Kong,Hong Kong (SAR),2016
Sydney,Hong Kong,Hong Kong (SAR),2017
Sydney,Hong Kong,Hong Kong (SAR),2018
Sydney,Hong Kong,Hong Kong (SAR),2019
Sydney,Hong Kong,Hong Kong (SAR),2020
Sydney,Hong Kong,Hong Kong (SAR),2021
Sydney,Hong Kong,Hong Kong (SAR),2022
Sydney,Honiara,Solomon Is.,2015
Sydney,Honiara,Solomon Is.,2016
Sydney,Honiara,Solomon Is.,2017
Sydney,Honiara,Solomon Is.,2021
Sydney,Honolulu,United States of America,2003
Sydney,Honolulu,United States of America,2004
Sydney,Honolulu,United States of America,2005
Sydney,Honolulu,United States of America,2006
Sydney,Honolulu,United States of America,2007
Sydney,Honolulu,United States of America,2008
Sydney,Honolulu,United States of America,2009
Sydney,Honolulu,United States of America,2010
Sydney,Honolulu,United States of America,2011
Sydney,Honolulu,United States of America,2012
Sydney,Honolulu,United States of America,2013
Sydney,Honolulu,United States of America,2014
Sydney,Honolulu,United States of America,2015
Sydney,Honolulu,United States of America,2016
Sydney,Honolulu,United States of America,2017
Sydney,Honolulu,United States of America,2018
Sydney,Honolulu,United States of America,2019
Sydney,Honolulu,United States of America,2020
Sydney,Honolulu,United States of America,2021
Sydney,Honolulu,United States of America,2022
Sydney,Houston,United States of America,2018
Sydney,Houston,United States of America,2019
Sydney,Houston,United States of America,2020
Sydney,Istanbul,Turkey,2015
Sydney,Jakarta,Indonesia,2003
Sydney,Jakarta,Indonesia,2004
Sydney,Jakarta,Indonesia,2005
Sydney,Jakarta,Indonesia,2006
Sydney,Jakarta,Indonesia,2007
Sydney,Jakarta,Indonesia,2008
Sydney,Jakarta,Indonesia,2009
Sydney,Jakarta,Indonesia,2010
Sydney,Jakarta,Indonesia,2011
Sydney,Jakarta,Indonesia,2012
Sydney,Jakarta,Indonesia,2013
Sydney,Jakarta,Indonesia,2014
Sydney,Jakarta,Indonesia,2015
Sydney,Jakarta,Indonesia,2016
Sydney,Jakarta,Indonesia,2017
Sydney,Jakarta,Indonesia,2018
Sydney,Jakarta,Indonesia,2019
Sydney,Jakarta,Indonesia,2020
Sydney,Jakarta,Indonesia,2021
Sydney,Jakarta,Indonesia,2022
Sydney,Johannesburg,South Africa,2003
Sydney,Johannesburg,South Africa,2004
Sydney,Johannesburg,South Africa,2005
Sydney,Johannesburg,South Africa,2006
Sydney,Johannesburg,South Africa,2007
Sydney,Johannesburg,South Africa,2008
Sydney,Johannesburg,South Africa,2009
Sydney,Johannesburg,South Africa,2010
Sydney,Johannesburg,South Africa,2011
Sydney,Johannesburg,South Africa,2012
Sydney,Johannesburg,South Africa,2013
Sydney,Johannesburg,South Africa,2014
Sydney,Johannesburg,South Africa,2015
Sydney,Johannesburg,South Africa,2016
Sydney,Johannesburg,South Africa,2017
Sydney,Johannesburg,South Africa,2018
Sydney,Johannesburg,South Africa,2019
Sydney,Johannesburg,South Africa,2020
Sydney,Johannesburg,South Africa,2022
Sydney,Kota Kinabalu,Malaysia,2003
Sydney,Kota Kinabalu,Malaysia,2004
Sydney,Kota Kinabalu,Malaysia,2005
Sydney,Kuala Lumpur,Malaysia,2003
